"Season","Squad","Comp","Player","Nation","Pos","Age","Mins_Per_90","Touches_Touches","Def Pen_Touches","Def 3rd_Touches","Mid 3rd_Touches","Att 3rd_Touches","Att Pen_Touches","Live_Touches","Att_Take_Ons","Succ_Take_Ons","Succ_percent_Take_Ons","Tkld_Take_Ons","Tkld_percent_Take_Ons","Carries_Carries","TotDist_Carries","PrgDist_Carries","PrgC_Carries","Final_Third_Carries","CPA_Carries","Mis_Carries","Dis_Carries","Rec_Receiving","PrgR_Receiving","PlayerURL","LeagueName","LeagueURL","StatType","Def.Pen_Touches.1","Def.3rd_Touches.1","Mid.3rd_Touches.1","Att.3rd_Touches.1","Att.Pen_Touches.1"
"2025-2026","Hoffenheim","Frauen-Bundesliga","Linda Natter","AUT","MF,FW","20-132",0.3,9,0,0,4,5,3,9,2,0,0,2,100,3,32,17,1,1,0,1,0,5,2,"https://fbref.com/en/players/d7c24d43/Linda-Natter","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Hoffenheim","Frauen-Bundesliga","Janna Grimm","GER","MF","20-154",0.1,8,0,0,4,4,0,8,0,0,NA,0,NA,3,33,4,0,0,0,0,0,6,2,"https://fbref.com/en/players/ddc9ea46/Janna-Grimm","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Hoffenheim","Frauen-Bundesliga","Napsugár Sinka","HUN","FW","19-008",0.1,13,1,1,3,9,0,13,1,0,0,1,100,4,9,0,0,0,0,2,0,6,2,"https://fbref.com/en/players/600a976b/Napsugar-Sinka","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Hoffenheim","Frauen-Bundesliga","Chiara Hahn","GER","MF","23-262",0.1,2,0,1,1,0,0,2,0,0,NA,0,NA,0,0,0,0,0,0,0,0,1,1,"https://fbref.com/en/players/88de4477/Chiara-Hahn","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Werder Bremen","Frauen-Bundesliga","Chiara D'Angelo","AUT","DF","21-052",2,149,9,42,64,43,2,149,5,0,0,5,100,67,349,165,2,2,0,2,3,76,8,"https://fbref.com/en/players/7e574fb5/Chiara-DAngelo","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Werder Bremen","Frauen-Bundesliga","Hanna Németh","HUN","DF","27-004",2,116,21,71,43,3,1,116,0,0,NA,0,NA,42,289,120,1,0,0,0,0,61,0,"https://fbref.com/en/players/dff5a2cf/Hanna-Nemeth","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Werder Bremen","Frauen-Bundesliga","Mariella El Sherif","AUT","GK","21-019",2,131,70,129,2,0,0,131,0,0,NA,0,NA,85,444,134,0,0,0,0,0,86,0,"https://fbref.com/en/players/4a6f3d40/Mariella-El-Sherif","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Werder Bremen","Frauen-Bundesliga","Michelle Ulbrich","GER","DF","28-322",2,104,11,60,41,3,2,104,1,0,0,1,100,55,315,91,0,0,0,0,0,69,0,"https://fbref.com/en/players/e8840be1/Michelle-Ulbrich","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Werder Bremen","Frauen-Bundesliga","Larissa Mühlhaus","GER","MF,FW","22-251",1.9,101,4,9,42,55,10,100,2,1,50,1,50,54,331,158,5,3,2,10,1,69,7,"https://fbref.com/en/players/4df24100/Larissa-Muhlhaus","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Werder Bremen","Frauen-Bundesliga","Medina Dešić","MNE","FW","32-006",1.8,54,0,2,17,36,13,54,0,0,NA,0,NA,26,91,29,2,0,2,4,6,40,5,"https://fbref.com/en/players/2cb74515/Medina-Desic","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Werder Bremen","Frauen-Bundesliga","Michelle Weiß","GER","DF","24-117",1.6,71,2,21,32,19,2,71,0,0,NA,0,NA,25,142,53,2,2,0,6,2,23,3,"https://fbref.com/en/players/f370e5df/Michelle-Weiss","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Werder Bremen","Frauen-Bundesliga","Verena Wieder","GER","MF","25-087",1.6,39,0,4,18,17,5,39,0,0,NA,0,NA,23,120,29,2,2,1,2,3,30,9,"https://fbref.com/en/players/a584ebc3/Verena-Wieder","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Werder Bremen","Frauen-Bundesliga","Amira Arfaoui","SUI","MF","26-044",1.1,52,4,12,19,21,1,52,5,3,60,2,40,28,176,103,5,1,1,5,2,31,7,"https://fbref.com/en/players/43b64ff1/Amira-Arfaoui","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Werder Bremen","Frauen-Bundesliga","Sharon Beck","ISR","MF","30-183",1,54,4,10,29,16,3,54,0,0,NA,0,NA,23,138,34,0,0,1,5,1,28,4,"https://fbref.com/en/players/c03890e3/Sharon-Beck","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Werder Bremen","Frauen-Bundesliga","Lina Hausicke","GER","MF","27-265",1,44,1,10,25,9,2,44,1,1,100,0,0,8,40,8,0,0,0,0,1,13,2,"https://fbref.com/en/players/1685552e/Lina-Hausicke","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Werder Bremen","Frauen-Bundesliga","Ricarda Walkling","GER","MF","28-186",1,36,2,12,15,9,4,36,0,0,NA,0,NA,11,82,60,2,1,1,2,0,22,3,"https://fbref.com/en/players/e786e6f7/Ricarda-Walkling","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Werder Bremen","Frauen-Bundesliga","Juliane Wirtz","GER","MF","24-030",1,55,5,22,31,3,0,55,0,0,NA,0,NA,11,22,3,0,0,0,0,3,30,0,"https://fbref.com/en/players/f9482141/Juliane-Wirtz","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Werder Bremen","Frauen-Bundesliga","Tuana Keles","GER","MF","22-202",0.5,14,0,1,10,3,0,14,1,0,0,1,100,9,37,5,0,0,0,2,0,9,1,"https://fbref.com/en/players/8e21b9cf/Tuana-Keles","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Werder Bremen","Frauen-Bundesliga","Emőke Pápai","HUN","MF,FW","22-089",0.5,20,0,0,9,11,1,20,1,0,0,1,100,5,13,6,0,0,1,0,0,12,3,"https://fbref.com/en/players/7c04a48d/Emoke-Papai","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Werder Bremen","Frauen-Bundesliga","Maja Sternad","SVN","MF","21-267",0.4,15,0,1,5,9,3,15,3,1,33.3,2,66.7,9,53,35,2,0,2,3,2,8,2,"https://fbref.com/en/players/03224c76/Maja-Sternad","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Werder Bremen","Frauen-Bundesliga","Kaylie Ronan","","DF","",0.4,21,0,6,10,5,1,21,0,0,NA,0,NA,3,25,8,1,0,0,0,0,8,1,"https://fbref.com/en/players/afe11b5a/Kaylie-Ronan","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Werder Bremen","Frauen-Bundesliga","Rieke Dieckmann","GER","FW","29-036",0.1,7,1,3,3,1,1,7,0,0,NA,0,NA,1,2,1,0,0,0,0,0,1,0,"https://fbref.com/en/players/b92fbcee/Rieke-Dieckmann","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Wolfsburg","Frauen-Bundesliga","Caitlin Dijkstra","NED","DF","26-234",2,184,9,60,116,8,1,184,1,0,0,1,100,78,595,361,1,0,0,1,0,141,3,"https://fbref.com/en/players/29429b4b/Caitlin-Dijkstra","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Wolfsburg","Frauen-Bundesliga","Svenja Huth","GER","MF","34-239",2,118,1,13,45,60,6,118,4,2,50,2,50,49,242,88,4,2,2,5,1,78,27,"https://fbref.com/en/players/8b5f141c/Svenja-Huth","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Wolfsburg","Frauen-Bundesliga","Stina Johannes","GER","GK","25-241",2,49,36,48,1,0,0,49,0,0,NA,0,NA,20,110,53,0,0,0,0,0,29,0,"https://fbref.com/en/players/d8f1def3/Stina-Johannes","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Wolfsburg","Frauen-Bundesliga","Janou Levels","NED","DF","24-326",2,145,1,29,51,65,10,145,4,3,75,1,25,55,440,250,13,6,5,5,1,85,20,"https://fbref.com/en/players/063d4d11/Janou-Levels","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Wolfsburg","Frauen-Bundesliga","Janina Minge","GER","MF","26-102",2,171,7,38,92,42,6,170,2,2,100,0,0,47,278,153,2,1,0,0,2,113,6,"https://fbref.com/en/players/7c63ff02/Janina-Minge","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Wolfsburg","Frauen-Bundesliga","Alexandra Popp","GER","MF,FW","34-168",2,86,7,11,29,47,10,86,1,1,100,0,0,23,69,19,0,1,0,2,2,56,13,"https://fbref.com/en/players/655e7bd0/Alexandra-Popp","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Wolfsburg","Frauen-Bundesliga","Cora Zical","GER","FW","",2,125,0,8,37,81,10,125,22,9,40.9,13,59.1,67,484,248,10,4,2,6,0,91,35,"https://fbref.com/en/players/7b88d1f0/Cora-Zical","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Wolfsburg","Frauen-Bundesliga","Joelle Wedemeyer","GER","DF","29-040",1.7,176,5,50,81,46,4,176,2,1,50,1,50,57,365,184,2,2,1,1,2,105,8,"https://fbref.com/en/players/2e03aaa7/Joelle-Wedemeyer","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Wolfsburg","Frauen-Bundesliga","Vivien Endemann","GER","FW","24-045",1.4,71,0,4,23,44,5,71,4,0,0,4,100,37,186,84,3,0,1,3,1,56,28,"https://fbref.com/en/players/e602c142/Vivien-Endemann","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Wolfsburg","Frauen-Bundesliga","Ella Inez Peddemors","NED","DF,FW","23-046",1.1,70,4,19,35,16,1,70,1,1,100,0,0,16,79,49,1,0,0,2,0,49,4,"https://fbref.com/en/players/fc47f599/Ella-Inez-Peddemors","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Wolfsburg","Frauen-Bundesliga","Camilla Küver","GER","DF","22-103",1,91,2,23,57,12,3,91,0,0,NA,0,NA,34,237,126,2,1,0,1,0,64,1,"https://fbref.com/en/players/63b899d4/Camilla-Kuver","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Wolfsburg","Frauen-Bundesliga","Justine Kielland","NOR","MF,DF","22-303",1,81,0,6,46,29,4,81,1,0,0,1,100,29,128,66,2,2,1,1,0,61,6,"https://fbref.com/en/players/b7fb0749/Justine-Kielland","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Wolfsburg","Frauen-Bundesliga","Lineth Beerensteyn","NED","FW,MF","28-345",0.9,24,0,2,8,14,6,24,4,2,50,2,50,10,95,20,1,1,2,1,1,16,4,"https://fbref.com/en/players/40ecae9f/Lineth-Beerensteyn","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Wolfsburg","Frauen-Bundesliga","Thea Bjelde","NOR","DF","25-108",0.3,35,0,9,20,6,0,35,0,0,NA,0,NA,10,42,13,0,0,0,1,0,21,2,"https://fbref.com/en/players/b1062904/Thea-Bjelde","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Wolfsburg","Frauen-Bundesliga","Kessya Bussy","FRA","FW","24-094",0.3,12,0,2,2,8,2,12,2,0,0,2,100,2,19,12,1,0,1,0,0,6,1,"https://fbref.com/en/players/fa205073/Kessya-Bussy","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Wolfsburg","Frauen-Bundesliga","Smilla Vallotto","SUI","FW","21-182",0.3,12,0,1,3,8,2,12,1,0,0,1,100,7,23,2,0,0,0,1,0,11,4,"https://fbref.com/en/players/01105874/Smilla-Vallotto","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Wolfsburg","Frauen-Bundesliga","Judit Pujols","ESP","FW","20-208",0,1,0,0,0,1,0,1,0,0,NA,0,NA,1,8,5,0,0,0,0,0,1,1,"https://fbref.com/en/players/0b0cd4d6/Judit-Pujols","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Union Berlin","Frauen-Bundesliga","Anna Aehling","GER","DF","24-182",3,204,37,126,72,6,0,204,1,1,100,0,0,57,273,114,1,1,0,1,0,113,0,"https://fbref.com/en/players/55d88268/Anna-Aehling","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Union Berlin","Frauen-Bundesliga","Cara Bösl","GER","GK","28-222",3,125,93,123,2,0,0,125,0,0,NA,0,NA,58,233,103,0,0,0,0,0,78,0,"https://fbref.com/en/players/862a8439/Cara-Bosl","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Union Berlin","Frauen-Bundesliga","Tomke Schneider","GER","DF","21-052",3,192,13,74,81,39,7,192,5,4,80,1,20,55,511,293,8,3,1,1,2,93,6,"https://fbref.com/en/players/87d189f6/Tomke-Schneider","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Union Berlin","Frauen-Bundesliga","Samantha Steuerwald","GER","DF","26-345",3,185,39,113,66,8,1,185,3,2,66.7,1,33.3,49,324,243,2,2,1,2,2,106,1,"https://fbref.com/en/players/444e3ae7/Samantha-Steuerwald","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Union Berlin","Frauen-Bundesliga","Tanja Pawollek","POL","MF,FW","26-246",3,125,6,28,74,24,6,125,1,0,0,1,100,26,142,92,2,1,0,4,2,74,4,"https://fbref.com/en/players/7737e984/Tanja-Pawollek","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Union Berlin","Frauen-Bundesliga","Dina Orschmann","GER","FW,MF","27-256",2.7,126,2,22,49,56,14,126,10,2,20,8,80,54,301,129,5,3,2,9,5,91,18,"https://fbref.com/en/players/890fa393/Dina-Orschmann","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Union Berlin","Frauen-Bundesliga","Naika Reissner","AUT","DF,FW","20-322",2.6,89,2,11,39,43,10,89,6,3,50,3,50,58,679,444,19,9,8,7,6,74,25,"https://fbref.com/en/players/57a99ea6/Naika-Reissner","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Union Berlin","Frauen-Bundesliga","Sophie Weidauer","GER","FW","23-223",2.5,87,0,2,42,44,17,87,3,2,66.7,1,33.3,35,163,35,1,1,0,10,2,53,17,"https://fbref.com/en/players/68f5b63a/Sophie-Weidauer","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Union Berlin","Frauen-Bundesliga","Lisa Heiseler","GER","MF","27-084",2.3,83,0,11,35,38,7,82,2,2,100,0,0,29,116,51,2,0,1,6,3,49,10,"https://fbref.com/en/players/8d688368/Lisa-Heiseler","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Union Berlin","Frauen-Bundesliga","Eileen Campbell","AUT","MF,FW","25-004",2.3,100,2,14,49,39,12,100,8,3,37.5,5,62.5,46,415,185,9,6,2,7,5,66,15,"https://fbref.com/en/players/f36f682e/Eileen-Campbell","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Union Berlin","Frauen-Bundesliga","Anna Weiß","GER","DF","27-062",2.2,128,2,37,53,39,2,128,2,2,100,0,0,28,151,83,1,4,0,4,2,58,8,"https://fbref.com/en/players/cf939fba/Anna-Weiss","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Union Berlin","Frauen-Bundesliga","Judith Steinert","GER","DF,MF","29-361",0.9,76,2,21,38,17,1,76,0,0,NA,0,NA,19,66,22,0,0,0,0,0,36,6,"https://fbref.com/en/players/b34e600e/Judith-Steinert","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Union Berlin","Frauen-Bundesliga","Jenny Hipp","GER","MF","27-227",0.8,50,0,10,23,17,1,50,3,0,0,3,100,12,65,28,1,0,0,1,0,26,0,"https://fbref.com/en/players/2c64d57e/Jenny-Hipp","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Union Berlin","Frauen-Bundesliga","Athanasia Moraitou","GRE","MF","28-172",0.7,28,0,7,14,7,1,28,0,0,NA,0,NA,7,24,17,0,0,0,0,0,19,1,"https://fbref.com/en/players/69d39de8/Athanasia-Moraitou","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Union Berlin","Frauen-Bundesliga","Antonia Halverkamps","GER","MF,FW","24-327",0.5,14,3,4,5,7,1,14,2,2,100,0,0,5,27,11,0,0,0,0,0,4,1,"https://fbref.com/en/players/b2bf266d/Antonia-Halverkamps","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Union Berlin","Frauen-Bundesliga","Nele Bauereisen","GER","DF,FW","21-169",0.4,11,0,3,6,2,1,11,0,0,NA,0,NA,3,20,8,1,0,1,0,1,7,1,"https://fbref.com/en/players/50dd869a/Nele-Bauereisen","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Union Berlin","Frauen-Bundesliga","Ida Heikkinen","FIN","DF","18-343",0,3,0,0,1,2,0,3,0,0,NA,0,NA,1,20,7,1,0,0,0,0,3,2,"https://fbref.com/en/players/5b4d6a70/Ida-Heikkinen","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Union Berlin","Frauen-Bundesliga","Alma Marie Aagaard","DEN","MF","19-235",0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/7a70b30b/Alma-Marie-Aagaard","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Union Berlin","Frauen-Bundesliga","Katja Nicola Orschmann","GER","FW","27-051",0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/ccf73f85/Katja-Nicola-Orschmann","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Eintracht Frankfurt","Frauen-Bundesliga","Elisa Senß","GER","MF","27-355",2,129,3,20,80,30,4,129,1,1,100,0,0,44,191,66,1,1,0,1,2,86,8,"https://fbref.com/en/players/30bfca52/Elisa-Senss","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Eintracht Frankfurt","Frauen-Bundesliga","Nina Lührßen","GER","DF","25-304",1.9,138,3,45,55,39,1,138,1,1,100,0,0,47,218,132,1,0,0,3,2,74,6,"https://fbref.com/en/players/e070cdf6/Nina-Luhrssen","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Eintracht Frankfurt","Frauen-Bundesliga","Géraldine Reuteler","SUI","MF","26-153",1.8,116,0,14,52,51,7,116,10,5,50,5,50,69,323,146,4,3,2,5,5,85,20,"https://fbref.com/en/players/f64daf84/Geraldine-Reuteler","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Eintracht Frankfurt","Frauen-Bundesliga","Laura Freigang","GER","MF,FW","27-232",1.8,90,0,8,49,33,6,90,3,0,0,3,100,41,122,38,0,1,0,7,0,63,9,"https://fbref.com/en/players/8898987d/Laura-Freigang","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Eintracht Frankfurt","Frauen-Bundesliga","Amanda Ilestedt","SWE","DF","32-247",1.8,165,5,82,79,4,2,165,0,0,NA,0,NA,94,313,120,1,0,0,0,0,131,0,"https://fbref.com/en/players/93514385/Amanda-Ilestedt","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Eintracht Frankfurt","Frauen-Bundesliga","Ereleta Memeti","KVX","FW,MF","26-083",1.4,88,0,7,40,41,7,88,6,1,16.7,5,83.3,45,297,115,5,2,3,7,2,56,13,"https://fbref.com/en/players/d782c918/Ereleta-Memeti","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Eintracht Frankfurt","Frauen-Bundesliga","Noemi Ivelj","SUI","DF","18-324",1.2,109,7,63,41,5,1,109,0,0,NA,0,NA,66,250,110,0,0,0,0,1,91,0,"https://fbref.com/en/players/e0e7e79d/Noemi-Ivelj","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Eintracht Frankfurt","Frauen-Bundesliga","Nicole Anyomi","GER","FW","25-223",1.1,38,1,1,14,23,4,38,4,1,25,3,75,23,147,69,3,0,3,4,4,26,8,"https://fbref.com/en/players/83b0b998/Nicole-Anyomi","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Eintracht Frankfurt","Frauen-Bundesliga","Lina Altenburg","GER","GK","20-182",1,36,24,36,0,0,0,36,0,0,NA,0,NA,27,80,45,0,0,0,0,0,23,0,"https://fbref.com/en/players/ceb873f4/Lina-Altenburg","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Eintracht Frankfurt","Frauen-Bundesliga","Lea Paulick","GER","GK","26-019",1,35,24,35,0,0,0,35,0,0,NA,0,NA,20,105,57,0,0,0,0,0,16,0,"https://fbref.com/en/players/ee30975e/Lea-Paulick","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Eintracht Frankfurt","Frauen-Bundesliga","Nadine Riesen","SUI","DF","25-163",1,91,0,25,44,22,2,91,2,2,100,0,0,44,336,177,5,2,2,2,3,55,4,"https://fbref.com/en/players/6660f40b/Nadine-Riesen","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Eintracht Frankfurt","Frauen-Bundesliga","Jella Veit","GER","DF","20-141",1,60,6,29,31,0,0,60,0,0,NA,0,NA,30,91,35,0,0,0,0,0,45,0,"https://fbref.com/en/players/3107a1d3/Jella-Veit","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Eintracht Frankfurt","Frauen-Bundesliga","Pia-Sophie Wolter","GER","DF","27-312",1,94,1,24,45,26,0,94,1,1,100,0,0,28,102,31,0,0,0,1,1,68,9,"https://fbref.com/en/players/8ddc3ad5/Pia-Sophie-Wolter","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Eintracht Frankfurt","Frauen-Bundesliga","Rebecka Blomqvist","SWE","FW","28-059",0.9,37,0,1,14,22,4,37,3,1,33.3,2,66.7,12,37,12,0,0,0,2,0,32,12,"https://fbref.com/en/players/fdae87ec/Rebecka-Blomqvist","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
"2025-2026","Eintracht Frankfurt","Frauen-Bundesliga","Lisanne Gräwe","GER","MF","23-145",0.9,70,2,14,48,8,0,70,0,0,NA,0,NA,32,101,43,0,1,0,2,1,40,0,"https://fbref.com/en/players/2e902693/Lisanne-Grawe","Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","possession",NA,NA,NA,NA,NA
